P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,OF,Jake Fraley (13104310),Jake Fraley,13104310,OF,3100,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Lane Adams (13103998),Lane Adams,13103998,OF,3100,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,2B,Scooter Gennett (13104000),Scooter Gennett,13104000,2B,3100,PHI@SF 08/09/2019 10:15PM ET,SF,3.75
,,,,,,,,,,,OF,John Andreoli (13104092),John Andreoli,13104092,OF,3100,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,OF,Michael Reed (13104133),Michael Reed,13104133,OF,3100,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,OF,Kristopher Negron (13103921),Kristopher Negron,13103921,OF,3000,ARI@LAD 08/09/2019 10:10PM ET,LAD,5.59
,,,,,,,,,,,OF,Matt Szczur (13103945),Matt Szczur,13103945,OF,3000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,OF,Ezequiel Carrera (13103953),Ezequiel Carrera,13103953,OF,3000,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,2B,Wilmer Flores (13103979),Wilmer Flores,13103979,2B,3000,ARI@LAD 08/09/2019 10:10PM ET,ARI,4.59
,,,,,,,,,,,2B/SS,Daniel Castro (13104086),Daniel Castro,13104086,2B/SS,3000,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Austin Barnes (13104103),Austin Barnes,13104103,C,3000,ARI@LAD 08/09/2019 10:10PM ET,LAD,4.99
,,,,,,,,,,,2B/SS,Omar Estevez (13104355),Omar Estevez,13104355,2B/SS,3000,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Michael Saunders (13103898),Michael Saunders,13103898,OF,3000,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,OF,Noel Cuevas (13104069),Noel Cuevas,13104069,OF,3000,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,C,Luis Torrens (13104260),Luis Torrens,13104260,C,3000,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Vince Fernandez (13104325),Vince Fernandez,13104325,OF,3000,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,C,Austin Allen (13104338),Austin Allen,13104338,C,3000,COL@SD 08/09/2019 10:10PM ET,SD,2.81
,,,,,,,,,,,3B,Ty France (13104349),Ty France,13104349,3B,3000,COL@SD 08/09/2019 10:10PM ET,SD,4.35
,,,,,,,,,,,3B,Colton Welker (13104368),Colton Welker,13104368,3B,3000,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,OF,Jason Coats (13104096),Jason Coats,13104096,OF,3000,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,C,Michael Perez (13104132),Michael Perez,13104132,C,3000,TB@SEA 08/09/2019 10:10PM ET,TB,4.67
,,,,,,,,,,,2B/3B,Joey Wendle (13104194),Joey Wendle,13104194,2B/3B,3000,TB@SEA 08/09/2019 10:10PM ET,TB,4.41
,,,,,,,,,,,OF,Guillermo Heredia (13104219),Guillermo Heredia,13104219,OF,3000,TB@SEA 08/09/2019 10:10PM ET,TB,4.04
,,,,,,,,,,,OF,Jesus Sanchez (13104319),Jesus Sanchez,13104319,OF,3000,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,2B,Joe Panik (13104098),Joe Panik,13104098,2B,3000,PHI@SF 08/09/2019 10:15PM ET,SF,5.06
,,,,,,,,,,,2B/3B,Jesmuel Valentin (13104182),Jesmuel Valentin,13104182,2B/3B,3000,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,OF,Drew Ferguson (13104345),Drew Ferguson,13104345,OF,3000,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,OF,Abraham Almonte (13103954),Abraham Almonte,13103954,OF,2900,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,OF,Cameron Perkins (13104017),Cameron Perkins,13104017,OF,2900,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,DJ Peters (13104296),DJ Peters,13104296,OF,2900,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Connor Wong (13104324),Connor Wong,13104324,C,2900,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,3B,Chase Headley (13103907),Chase Headley,13103907,3B,2900,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,C,Austin Hedges (13104129),Austin Hedges,13104129,C,2900,COL@SD 08/09/2019 10:10PM ET,SD,4.71
,,,,,,,,,,,C,Dom Nunez (13104237),Dom Nunez,13104237,C,2900,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,2B,Luis Urias (13104275),Luis Urias,13104275,2B,2900,COL@SD 08/09/2019 10:10PM ET,SD,3.82
,,,,,,,,,,,1B/OF,Ryan Court (13104104),Ryan Court,13104104,1B/OF,2900,TB@SEA 08/09/2019 10:10PM ET,SEA,2.29
,,,,,,,,,,,1B,Evan White (13104359),Evan White,13104359,1B,2900,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Steven Duggar (13104266),Steven Duggar,13104266,OF,2900,PHI@SF 08/09/2019 10:15PM ET,SF,5.37
,,,,,,,,,,,3B/SS,Juniel Querecuto (13104067),Juniel Querecuto,13104067,3B/SS,2800,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,OF,Connor Joe (13104265),Connor Joe,13104265,OF,2800,ARI@LAD 08/09/2019 10:10PM ET,LAD,0.88
,,,,,,,,,,,OF,Marcus Wilson (13104279),Marcus Wilson,13104279,OF,2800,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,C,Daulton Varsho (13104391),Daulton Varsho,13104391,C,2800,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,1B,Mark Reynolds (13103890),Mark Reynolds,13103890,1B,2800,COL@SD 08/09/2019 10:10PM ET,COL,3.01
,,,,,,,,,,,2B/SS,Pat Valaika (13104212),Pat Valaika,13104212,2B/SS,2800,COL@SD 08/09/2019 10:10PM ET,COL,2.12
,,,,,,,,,,,1B/3B,Tyler Nevin (13104333),Tyler Nevin,13104333,1B/3B,2800,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,C,Jose Lobaton (13103878),Jose Lobaton,13103878,C,2800,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Jake Smolinski (13103937),Jake Smolinski,13103937,OF,2800,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,C,Mike Zunino (13104003),Mike Zunino,13104003,C,2800,TB@SEA 08/09/2019 10:10PM ET,TB,4.88
,,,,,,,,,,,OF,Kyle Lewis (13104311),Kyle Lewis,13104311,OF,2800,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,2B,Nick Solak (13104326),Nick Solak,13104326,2B,2800,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,OF/SS,Phil Gosselin (13104037),Phil Gosselin,13104037,SS/OF,2800,PHI@SF 08/09/2019 10:15PM ET,PHI,1.94
,,,,,,,,,,,2B/SS,Kelby Tomlinson (13104143),Kelby Tomlinson,13104143,2B/SS,2700,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,3B,Andy Young (13104381),Andy Young,13104381,3B,2700,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,3B,Drew Ellis (13104390),Drew Ellis,13104390,3B,2700,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,OF,Seth Beer (13104397),Seth Beer,13104397,OF,2700,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,C,A.J. Ellis (13103877),A.J. Ellis,13103877,C,2700,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Boog Powell (13104199),Boog Powell,13104199,OF,2700,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Sam Hilliard (13104293),Sam Hilliard,13104293,OF,2700,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,OF,Edward Olivares (13104304),Edward Olivares,13104304,OF,2700,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Dustin Ackley (13103988),Dustin Ackley,13103988,OF,2700,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,C,Rocky Gale (13104045),Rocky Gale,13104045,C,2700,TB@SEA 08/09/2019 10:10PM ET,TB,1.6
,,,,,,,,,,,3B,Joe Rizzo (13104364),Joe Rizzo,13104364,3B,2700,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Shane Robinson (13103918),Shane Robinson,13103918,OF,2700,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,C,Rob Brantly (13104044),Rob Brantly,13104044,C,2700,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,C,Alberto Rosario (13103955),Alberto Rosario,13103955,C,2600,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,C/OF,Blake Swihart (13104126),Blake Swihart,13104126,C/OF,2600,ARI@LAD 08/09/2019 10:10PM ET,ARI,3.36
,,,,,,,,,,,C,Keibert Ruiz (13104315),Keibert Ruiz,13104315,C,2600,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Brett Nicholas (13104058),Brett Nicholas,13104058,C,2600,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,OF,Buddy Reed (13104255),Buddy Reed,13104255,OF,2600,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Mac Williamson (13104155),Mac Williamson,13104155,OF,2600,TB@SEA 08/09/2019 10:10PM ET,SEA,4.8
,,,,,,,,,,,OF,Joe McCarthy (13104312),Joe McCarthy,13104312,OF,2600,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,C,Andrew Knapp (13104079),Andrew Knapp,13104079,C,2600,PHI@SF 08/09/2019 10:15PM ET,PHI,2.3
,,,,,,,,,,,OF,Cornelius Randolph (13104331),Cornelius Randolph,13104331,OF,2600,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,OF,Mickey Moniak (13104361),Mickey Moniak,13104361,OF,2600,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,C,Caleb Joseph (13103973),Caleb Joseph,13103973,C,2500,ARI@LAD 08/09/2019 10:10PM ET,ARI,2.46
,,,,,,,,,,,SS,Jazz Chisholm (13104382),Jazz Chisholm,13104382,SS,2500,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,1B,Roberto Ramos (13104288),Roberto Ramos,13104288,1B,2500,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,OF,Ichiro Suzuki (13103865),Ichiro Suzuki,13103865,OF,2500,TB@SEA 08/09/2019 10:10PM ET,SEA,1
,,,,,,,,,,,2B/3B,Daniel Robertson (13104179),Daniel Robertson,13104179,2B/3B,2500,TB@SEA 08/09/2019 10:10PM ET,TB,4.63
,,,,,,,,,,,3B,Josh Lowe (13104362),Josh Lowe,13104362,3B,2500,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,1B/C,Matt McBride (13103915),Matt McBride,13103915,C/1B,2500,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,2B,Daniel Brito (13104316),Daniel Brito,13104316,2B,2500,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,1B,Tyler White (13104251),Tyler White,13104251,1B,2400,ARI@LAD 08/09/2019 10:10PM ET,LAD,4.36
,,,,,,,,,,,1B,Pavin Smith (13104294),Pavin Smith,13104294,1B,2400,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,SS,Lucius Fox (13104354),Lucius Fox,13104354,SS,2400,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,2B/OF,Andrew Romine (13103947),Andrew Romine,13103947,2B/OF,2400,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,OF,Nick Williams (13104190),Nick Williams,13104190,OF,2400,PHI@SF 08/09/2019 10:15PM ET,PHI,1.83
,,,,,,,,,,,SS,Arquimedes Gamboa (13104351),Arquimedes Gamboa,13104351,SS,2400,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,SS,Hudson Sanchez (13104365),Hudson Sanchez,13104365,SS,2300,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,2B/OF,Emilio Bonifacio (13103882),Emilio Bonifacio,13103882,2B/OF,2300,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,OF,Braden Bishop (13104208),Braden Bishop,13104208,OF,2300,TB@SEA 08/09/2019 10:10PM ET,SEA,1.2
,,,,,,,,,,,C,Ronaldo Hernandez (13104353),Ronaldo Hernandez,13104353,C,2300,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,C,Cal Raleigh (13104358),Cal Raleigh,13104358,C,2300,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Jarred Kelenic (13104396),Jarred Kelenic,13104396,OF,2300,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,2B/SS,Gregorio Petit (13103884),Gregorio Petit,13103884,2B/SS,2300,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,2B/SS,Gift Ngoepe (13104005),Gift Ngoepe,13104005,2B/SS,2300,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,3B,Zach Green (13104189),Zach Green,13104189,3B,2300,PHI@SF 08/09/2019 10:15PM ET,SF,2
,,,,,,,,,,,C,Joey Bart (13104346),Joey Bart,13104346,C,2300,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,SS,Jeter Downs (13104389),Jeter Downs,13104389,SS,2200,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Chris Stewart (13103870),Chris Stewart,13103870,C,2200,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,SS,Javy Guerra (13104227),Javy Guerra,13104227,SS,2200,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,SS,Gabriel Arias (13104393),Gabriel Arias,13104393,SS,2200,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Tirso Ornelas (13104394),Tirso Ornelas,13104394,OF,2200,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,2B,Vidal Brujan (13104318),Vidal Brujan,13104318,2B,2200,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,SS,Allen Cordoba (13104229),Allen Cordoba,13104229,SS,2100,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,2B,Kean Wong (13104238),Kean Wong,13104238,2B,2100,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,OF,Julio Rodriguez (13104395),Julio Rodriguez,13104395,OF,2100,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Steven Souza Jr. (13103938),Steven Souza Jr.,13103938,OF,2000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,SS,Ruddy Giron (13104300),Ruddy Giron,13104300,SS,2000,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,SS,Xavier Edwards (13104398),Xavier Edwards,13104398,SS,2000,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,3B/OF,Jose Bautista (13103867),Jose Bautista,13103867,3B/OF,2000,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,OF,Andrew McCutchen (13103899),Andrew McCutchen,13103899,OF,2000,PHI@SF 08/09/2019 10:15PM ET,PHI,8.66
